#REF!;;#REF!;;;
Numéro d'Indentification;Genre;Village;Latitude du Village;Longitude du Village;
T1921;Homme;Kokorou;13,95;0,94;
T1922;Homme;Kokorou;13,95;0,94;
T1923;Homme;Kokorou;13,95;0,94;
T1924;Homme;Kokorou;13,95;0,94;
T1925;Homme;Téra;14,00776;0,75306;
T1926;Homme;Kokorou;13,95;0,94;
T1927;Homme;Kokorou;13,95;0,94;
T2710;Femme;ARGOUM;13,69972222;4,187222222;
T1930;Homme;Kokorou;13,95;0,94;
T1931;Femme;Kokorou;13,95;0,94;
T1932;Femme;Kokorou;13,95;0,94;
T1933;Femme;Kokorou;13,95;0,94;
T1934;Femme;Kokorou;13,95;0,94;
T1935;Femme;Kokorou;13,95;0,94;
T1936;Homme;Kokorou;13,95;0,94;
T1937;Femme;Kokorou;13,95;0,94;
T1938;Homme;Kokorou;13,95;0,94;
T1939;Homme;Kokorou;13,95;0,94;
T1940;Homme;Kokorou;13,95;0,94;
T1941;Homme;Kokorou;13,95;0,94;
T456;Femme;Téra;14,00776;0,75306;
T1858;Homme;Téra;14,00776;0,75306;
T325;Homme;Téra;14,00776;0,75306;
T1947;Homme;Téra;14,00776;0,75306;
T1948;Homme;Téra;14,00776;0,75306;
T1949;Femme;Téra;14,00776;0,75306;
T1950;Femme;Téra;14,00776;0,75306;
T1951;Homme;Téra;14,00776;0,75306;
T1952;Homme;Téra;14,00776;0,75306;
T1953;Homme;Téra;14,00776;0,75306;
T1955;Homme;Téra;14,00776;0,75306;
T2955;Homme;ARGOUM;13,69972222;4,187222222;
T1957;Femme;Téra;14,00776;0,75306;
T1958;Femme;Téra;14,00776;0,75306;
T1959;Homme;Téra;14,00776;0,75306;
T1960;Homme;Téra;14,00776;0,75306;
T1962;Homme;Téra;14,00776;0,75306;
T1963;Homme;Téra;14,00776;0,75306;
T1964;Homme;Téra;14,00776;0,75306;
T1965;Femme;Téra;14,00776;0,75306;
T1966;Homme;Téra;14,00776;0,75306;
T1967;Homme;Téra;14,00776;0,75306;
T1968;Homme;Téra;14,00776;0,75306;
T2096;Homme;DANGARIA ;14,0775;1,914444444;
T1970;Femme;Téra;14,00776;0,75306;
T1971;Homme;Téra;14,00776;0,75306;
T2536;Homme;DOUTCHI;13,884;4,414;
T1974;Homme;DANGARIA ;14,0775;1,914444444;
T1975;Homme;DANGARIA ;14,0775;1,914444444;
T1976;Femme;DANGARIA ;14,0775;1,914444444;
T1977;Femme;DANGARIA ;14,0775;1,914444444;
T1978;Homme;DANGARIA ;14,0775;1,914444444;
T1979;Femme;DANGARIA ;14,0775;1,914444444;
T1980;Femme;DANGARIA ;14,0775;1,914444444;
T1981;Homme;DANGARIA ;14,0775;1,914444444;
T1982;Homme;DANGARIA ;14,0775;1,914444444;
T1983;Homme;DANGARIA ;14,0775;1,914444444;
T1984;Homme;DANGARIA ;14,0775;1,914444444;
T1985;Femme;DANGARIA ;14,0775;1,914444444;
T1986;Femme;DANGARIA ;14,0775;1,914444444;
T1987;Homme;DANGARIA ;14,0775;1,914444444;
T1988;Homme;DANGARIA ;14,0775;1,914444444;
T1989;Homme;DANGARIA ;14,0775;1,914444444;
T1990;Homme;DANGARIA ;14,0775;1,914444444;
T1991;Homme;DANGARIA ;14,0775;1,914444444;
T1992;Homme;DANGARIA ;14,0775;1,914444444;
T1993;Femme;DANGARIA ;14,0775;1,914444444;
T1994;Homme;DANGARIA ;14,0775;1,914444444;
T1995;Femme;DANGARIA ;14,0775;1,914444444;
T1996;Homme;DANGARIA ;14,0775;1,914444444;
T1997;Femme;DANGARIA ;14,0775;1,914444444;
T1998;Homme;DANGARIA ;14,0775;1,914444444;
T1999;Femme;DANGARIA ;14,0775;1,914444444;
T2000;Femme;DANGARIA ;14,0775;1,914444444;
T2002;Homme;DANGARIA ;14,0775;1,914444444;
T2003;Femme;DANGARIA ;14,0775;1,914444444;
T2004;Homme;DANGARIA ;14,0775;1,914444444;
T2005;Homme;DANGARIA ;14,0775;1,914444444;
T2006;Homme;DANGARIA ;14,0775;1,914444444;
T2007;Homme;DANGARIA ;14,0775;1,914444444;
T2008;Homme;DANGARIA ;14,0775;1,914444444;
T2009;Homme;DANGARIA ;14,0775;1,914444444;
T2010;Homme;DANGARIA ;14,0775;1,914444444;
T2011;Homme;DANGARIA ;14,0775;1,914444444;
T2012;Homme;DANGARIA ;14,0775;1,914444444;
T2979;Homme;ARGOUM;13,69972222;4,187222222;
T2014;Homme;DANGARIA ;14,0775;1,914444444;
T2015;Homme;DANGARIA ;14,0775;1,914444444;
T2016;Homme;DANGARIA ;14,0775;1,914444444;
T2017;Homme;DANGARIA ;14,0775;1,914444444;
T2018;Homme;DANGARIA ;14,0775;1,914444444;
T2019;Homme;DANGARIA ;14,0775;1,914444444;
T2020;Femme;DANGARIA ;14,0775;1,914444444;
T2021;Femme;DANGARIA ;14,0775;1,914444444;
T2022;Homme;DANGARIA ;14,0775;1,914444444;
T2023;Homme;DANGARIA ;14,0775;1,914444444;
T2024;Homme;DANGARIA ;14,0775;1,914444444;
T2025;Femme;DANGARIA ;14,0775;1,914444444;
T2026;Homme;DANGARIA ;14,0775;1,914444444;
T2027;Homme;DANGARIA ;14,0775;1,914444444;
T2028;Homme;DANGARIA ;14,0775;1,914444444;
T2029;Homme;DANGARIA ;14,0775;1,914444444;
T2030;Homme;DANGARIA ;14,0775;1,914444444;
T2031;Homme;DANGARIA ;14,0775;1,914444444;
T2032;Homme;DANGARIA ;14,0775;1,914444444;
T2033;Homme;DANGARIA ;14,0775;1,914444444;
T2034;Femme;DANGARIA ;14,0775;1,914444444;
T2035;Homme;DANGARIA ;14,0775;1,914444444;
T2036;Femme;DANGARIA ;14,0775;1,914444444;
T2037;Homme;DANGARIA ;14,0775;1,914444444;
T2038;Homme;DANGARIA ;14,0775;1,914444444;
T2039;Femme;DANGARIA ;14,0775;1,914444444;
T2040;Homme;DANGARIA ;14,0775;1,914444444;
T2041;Homme;DANGARIA ;14,0775;1,914444444;
T2042;Homme;DANGARIA ;14,0775;1,914444444;
T2043;Homme;DANGARIA ;14,0775;1,914444444;
T2044;Homme;DANGARIA ;14,0775;1,914444444;
T2045;Homme;DANGARIA ;14,0775;1,914444444;
T2046;Homme;DANGARIA ;14,0775;1,914444444;
T2047;Homme;DANGARIA ;14,0775;1,914444444;
T2048;Homme;DANGARIA ;14,0775;1,914444444;
T2049;Femme;DANGARIA ;14,0775;1,914444444;
T2050;Homme;DANGARIA ;14,0775;1,914444444;
T2051;Femme;DANGARIA ;14,0775;1,914444444;
T2052;Homme;DANGARIA ;14,0775;1,914444444;
T2053;Homme;DANGARIA ;14,0775;1,914444444;
T2054;Homme;DANGARIA ;14,0775;1,914444444;
T2055;Homme;DANGARIA ;14,0775;1,914444444;
T2056;Homme;DANGARIA ;14,0775;1,914444444;
T2057;Homme;DANGARIA ;14,0775;1,914444444;
T2058;Homme;DANGARIA ;14,0775;1,914444444;
T2059;Homme;DANGARIA ;14,0775;1,914444444;
T2060;Homme;DANGARIA ;14,0775;1,914444444;
T2061;Homme;DANGARIA ;14,0775;1,914444444;
T2062;Homme;DANGARIA ;14,0775;1,914444444;
T2063;Homme;DANGARIA ;14,0775;1,914444444;
T2064;Homme;DANGARIA ;14,0775;1,914444444;
T2065;Homme;DANGARIA ;14,0775;1,914444444;
T2066;Homme;DANGARIA ;14,0775;1,914444444;
T2067;Homme;DANGARIA ;14,0775;1,914444444;
T2068;Femme;DANGARIA ;14,0775;1,914444444;
T2069;Homme;DANGARIA ;14,0775;1,914444444;
T2070;Homme;DANGARIA ;14,0775;1,914444444;
T2071;Homme;DANGARIA ;14,0775;1,914444444;
T2072;Homme;DANGARIA ;14,0775;1,914444444;
T2073;Homme;DANGARIA ;14,0775;1,914444444;
T2074;Homme;DANGARIA ;14,0775;1,914444444;
T2075;Homme;DANGARIA ;14,0775;1,914444444;
T2076;Homme;DANGARIA ;14,0775;1,914444444;
T2077;Homme;DANGARIA ;14,0775;1,914444444;
T2078;Homme;DANGARIA ;14,0775;1,914444444;
T2079;Homme;DANGARIA ;14,0775;1,914444444;
T2080;Homme;DANGARIA ;14,0775;1,914444444;
T2081;Homme;DANGARIA ;14,0775;1,914444444;
T2082;Homme;DANGARIA ;14,0775;1,914444444;
T2083;Homme;DANGARIA ;14,0775;1,914444444;
T2084;Homme;DANGARIA ;14,0775;1,914444444;
T2085;Homme;DANGARIA ;14,0775;1,914444444;
T2086;Homme;DANGARIA ;14,0775;1,914444444;
T2087;Homme;DANGARIA ;14,0775;1,914444444;
T2088;Homme;DANGARIA ;14,0775;1,914444444;
T2089;Homme;DANGARIA ;14,0775;1,914444444;
T2090;Femme;DANGARIA ;14,0775;1,914444444;
T2091;Homme;DANGARIA ;14,0775;1,914444444;
T2092;Homme;DANGARIA ;14,0775;1,914444444;
T2093;Homme;DANGARIA ;14,0775;1,914444444;
T2094;Femme;DANGARIA ;14,0775;1,914444444;
T2095;Homme;DANGARIA ;14,0775;1,914444444;
T2097;Homme;DANGARIA ;14,0775;1,914444444;
T2098;Femme;DANGARIA ;14,0775;1,914444444;
T2099;Homme;DANGARIA ;14,0775;1,914444444;
T2100;Homme;DANGARIA ;14,0775;1,914444444;
T2101;Femme;DANGARIA ;14,0775;1,914444444;
T2102;Homme;DANGARIA ;14,0775;1,914444444;
T2103;Femme;DANGARIA ;14,0775;1,914444444;
T2104;Homme;DANGARIA ;14,0775;1,914444444;
T2105;Homme;DANGARIA ;14,0775;1,914444444;
T2106;Femme;DANGARIA ;14,0775;1,914444444;
T2107;Homme;DANGARIA ;14,0775;1,914444444;
T2108;Homme;DANGARIA ;14,0775;1,914444444;
T2109;Femme;DANGARIA ;14,0775;1,914444444;
T2110;Homme;DANGARIA ;14,0775;1,914444444;
T2111;Homme;DANGARIA ;14,0775;1,914444444;
T2112;Femme;DANGARIA ;14,0775;1,914444444;
T2113;Homme;DANGARIA ;14,0775;1,914444444;
T2114;Homme;DANGARIA ;14,0775;1,914444444;
T2115;Homme;DANGARIA ;14,0775;1,914444444;
T2116;Homme;DANGARIA ;14,0775;1,914444444;
T2117;Homme;DANGARIA ;14,0775;1,914444444;
T2118;Homme;DANGARIA ;14,0775;1,914444444;
T2119;Homme;DANGARIA ;14,0775;1,914444444;
T2120;Homme;DANGARIA ;14,0775;1,914444444;
T2121;Homme;DANGARIA ;14,0775;1,914444444;
T2122;Homme;DANGARIA ;14,0775;1,914444444;
T2123;Homme;DANGARIA ;14,0775;1,914444444;
T2124;Homme;DANGARIA ;14,0775;1,914444444;
T2125;Homme;DANGARIA ;14,0775;1,914444444;
T2126;Homme;DANGARIA ;14,0775;1,914444444;
T2127;Homme;DANGARIA ;14,0775;1,914444444;
T1392;Homme;Téra;14,00776;0,75306;
T2129;Homme;DANGARIA ;14,0775;1,914444444;
T2130;Homme;DANGARIA ;14,0775;1,914444444;
T2131;Homme;DANGARIA ;14,0775;1,914444444;
T2132;Homme;DANGARIA ;14,0775;1,914444444;
T2133;Homme;FINARE ;13,41583333;2,3725;
T2134;Homme;FINARE ;13,41583333;2,3725;
T2135;Homme;FINARE ;13,41583333;2,3725;
T2137;Homme;FINARE ;13,41583333;2,3725;
T270;Homme;Téra;14,00776;0,75306;
T2140;Homme;FINARE ;13,41583333;2,3725;
T2141;Homme;FINARE ;13,41583333;2,3725;
T2142;Homme;FINARE ;13,41583333;2,3725;
T2143;Homme;FINARE ;13,41583333;2,3725;
T2144;Homme;FINARE ;13,41583333;2,3725;
T2145;Homme;FINARE ;13,41583333;2,3725;
T3114;Homme;ZANZAN BARI;12,410606;3,568611111;
T2147;Homme;FINARE ;13,41583333;2,3725;
T2148;Homme;FINARE ;13,41583333;2,3725;
T2149;Homme;FINARE ;13,41583333;2,3725;
T2150;Homme;FINARE ;13,41583333;2,3725;
T2151;Homme;FINARE ;13,41583333;2,3725;
T2152;Homme;FINARE ;13,41583333;2,3725;
T2153;Homme;FINARE ;13,41583333;2,3725;
T2154;Homme;FINARE ;13,41583333;2,3725;
T2155;Homme;FINARE ;13,41583333;2,3725;
T2156;Homme;FINARE ;13,41583333;2,3725;
T2157;Homme;FINARE ;13,41583333;2,3725;
T2158;Homme;FINARE ;13,41583333;2,3725;
T2159;Homme;FINARE ;13,41583333;2,3725;
T2160;Homme;FINARE ;13,41583333;2,3725;
T2161;Homme;FINARE ;13,41583333;2,3725;
T2162;Homme;FINARE ;13,41583333;2,3725;
T2163;Homme;FINARE ;13,41583333;2,3725;
T2164;Homme;FINARE ;13,41583333;2,3725;
T2165;Homme;FINARE ;13,41583333;2,3725;
T2166;Homme;FINARE ;13,41583333;2,3725;
T2167;Homme;FINARE ;13,41583333;2,3725;
T2168;Homme;FINARE ;13,41583333;2,3725;
T2169;Homme;FINARE ;13,41583333;2,3725;
T2170;Homme;FINARE ;13,41583333;2,3725;
T2171;Homme;FINARE ;13,41583333;2,3725;
T2172;Homme;FINARE ;13,41583333;2,3725;
T2173;Homme;FINARE ;13,41583333;2,3725;
T2174;Homme;FINARE ;13,41583333;2,3725;
T2175;Homme;FINARE ;13,41583333;2,3725;
T2176;Homme;FINARE ;13,41583333;2,3725;
T2177;Homme;FINARE ;13,41583333;2,3725;
T2178;Homme;FINARE ;13,41583333;2,3725;
T2179;Homme;FINARE ;13,41583333;2,3725;
T2180;Homme;FINARE ;13,41583333;2,3725;
T2181;Homme;FINARE ;13,41583333;2,3725;
T2182;Homme;FINARE ;13,41583333;2,3725;
T2183;Homme;FINARE ;13,41583333;2,3725;
T2184;Homme;FINARE ;13,41583333;2,3725;
T2185;Homme;FINARE ;13,41583333;2,3725;
T2186;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2187;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2188;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2189;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2190;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2191;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2192;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2193;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2194;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2195;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2196;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2197;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2198;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2199;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2200;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2202;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2203;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2204;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2205;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T1850;Homme;Téra;14,00776;0,75306;
T2207;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2208;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2209;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2210;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2211;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2213;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2214;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2215;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2216;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2217;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2218;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2219;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2220;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2221;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2222;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2223;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2224;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2225;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2226;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2227;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2228;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2229;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2230;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2231;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2232;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2233;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2234;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2235;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2236;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2237;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2238;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2239;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2240;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2241;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2242;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2243;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2244;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2245;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2246;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2247;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2248;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2249;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2250;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2251;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2252;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2253;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2254;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2255;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2256;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2257;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2258;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2259;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2260;Homme;TEROUA TIENTERGOU ;13,25305556;2,413611111;
T2261;Homme;Dalwey;13,156;2,32;
T2262;Homme;Dalwey;13,156;2,32;
T2263;Homme;Dalwey;13,156;2,32;
T2264;Homme;Dalwey;13,156;2,32;
T2265;Femme;Dalwey;13,156;2,32;
T2266;Femme;Dalwey;13,156;2,32;
T2267;Femme;Dalwey;13,156;2,32;
T2268;Homme;Dalwey;13,156;2,32;
T2269;Homme;Dalwey;13,156;2,32;
T2270;Femme;Dalwey;13,156;2,32;
T2271;Homme;Dalwey;13,156;2,32;
T2272;Homme;Dalwey;13,156;2,32;
T2273;Homme;Dalwey;13,156;2,32;
T2274;Homme;Dalwey;13,156;2,32;
T2275;Homme;Dalwey;13,156;2,32;
T2276;Homme;Dalwey;13,156;2,32;
T2277;Homme;Dalwey;13,156;2,32;
T2278;Homme;Dalwey;13,156;2,32;
T2279;Homme;Dalwey;13,156;2,32;
T2280;Homme;Dalwey;13,156;2,32;
T2281;Homme;Dalwey;13,156;2,32;
T2282;Homme;Dalwey;13,156;2,32;
T2283;Homme;Dalwey;13,156;2,32;
T425;Homme;Téra;14,00776;0,75306;
T2285;Homme;Dalwey;13,156;2,32;
T2286;Homme;Dalwey;13,156;2,32;
T2287;Homme;Dalwey;13,156;2,32;
T2288;Homme;Dalwey;13,156;2,32;
T2289;Homme;Dalwey;13,156;2,32;
T2290;Homme;Dalwey;13,156;2,32;
T2291;Homme;Dalwey;13,156;2,32;
T2292;Homme;Dalwey;13,156;2,32;
T2293;Homme;Dalwey;13,156;2,32;
T2294;Homme;Dalwey;13,156;2,32;
T2295;Femme;Dalwey;13,156;2,32;
T2296;Homme;Dalwey;13,156;2,32;
T2298;Homme;Dalwey;13,156;2,32;
T2299;Homme;Dalwey;13,156;2,32;
T2300;Homme;Dalwey;13,156;2,32;
T2301;Homme;Dalwey;13,156;2,32;
T2302;Femme;Dalwey;13,156;2,32;
T2303;Femme;Dalwey;13,156;2,32;
T2304;Homme;Dalwey;13,156;2,32;
T2305;Homme;Dalwey;13,156;2,32;
T2306;Homme;Dalwey;13,156;2,32;
T2307;Homme;Dalwey;13,156;2,32;
T2308;Homme;Dalwey;13,156;2,32;
T2309;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2310;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2311;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2312;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2313;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2314;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2315;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2316;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2317;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2318;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2319;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2320;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2321;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2322;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2323;Homme;WINDE GAWEYDO ;13,80666667;3,156388889;
T2324;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2325;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2326;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2327;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2328;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2329;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2330;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2331;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2332;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2333;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2334;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2335;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2336;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2337;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2338;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2339;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2340;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2341;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2342;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2343;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2344;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2345;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2346;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2347;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2348;Homme;TASSI KAINA ;13,99611111;3,205277778;
T2349;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2350;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2351;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2352;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2353;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2354;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2355;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2356;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2357;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2358;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2359;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2360;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2361;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2362;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2363;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2364;Homme;KARIDJE BALLEYDO ;13,22277778;2,448611111;
T2365;Homme;LOWA ;13,15638889;2,543611111;
T2366;Homme;LOWA ;13,15638889;2,543611111;
T2367;Homme;LOWA ;13,15638889;2,543611111;
T2368;Homme;LOWA ;13,15638889;2,543611111;
T2369;Homme;LOWA ;13,15638889;2,543611111;
T2370;Homme;LOWA ;13,15638889;2,543611111;
T2371;Homme;LOWA ;13,15638889;2,543611111;
T2372;Homme;LOWA ;13,15638889;2,543611111;
T2373;Homme;LOWA ;13,15638889;2,543611111;
T2374;Homme;LOWA ;13,15638889;2,543611111;
T2375;Homme;LOWA ;13,15638889;2,543611111;
T87;Homme;Kokorou;13,95;0,94;
T2377;Homme;LOWA ;13,15638889;2,543611111;
T2378;Homme;LOWA ;13,15638889;2,543611111;
T2379;Homme;LOWA ;13,15638889;2,543611111;
T2380;Homme;LOWA ;13,15638889;2,543611111;
T2381;Homme;LOWA ;13,15638889;2,543611111;
T2382;Homme;LOWA ;13,15638889;2,543611111;
T2384;Homme;LOWA ;13,15638889;2,543611111;
T788;Homme;Kokorou;13,95;0,94;
T2386;Homme;LOWA ;13,15638889;2,543611111;
T2387;Homme;LOWA ;13,15638889;2,543611111;
T2388;Homme;LOWA ;13,15638889;2,543611111;
T2389;Homme;LOWA ;13,15638889;2,543611111;
T2390;Homme;LOWA ;13,15638889;2,543611111;
T2391;Homme;LOWA ;13,15638889;2,543611111;
T2392;Homme;LOWA ;13,15638889;2,543611111;
T2394;Homme;LOWA ;13,15638889;2,543611111;
T2395;Homme;LOWA ;13,15638889;2,543611111;
T2396;Homme;LOWA ;13,15638889;2,543611111;
T2397;Homme;LOWA ;13,15638889;2,543611111;
T2398;Homme;LOWA ;13,15638889;2,543611111;
T2399;Homme;LOWA ;13,15638889;2,543611111;
T2400;Homme;LOWA ;13,15638889;2,543611111;
T2401;Homme;LOWA ;13,15638889;2,543611111;
T2402;Homme;LOWA ;13,15638889;2,543611111;
T2403;Homme;LOWA ;13,15638889;2,543611111;
T2404;Homme;LOWA ;13,15638889;2,543611111;
T2405;Homme;LOWA ;13,15638889;2,543611111;
T2406;Homme;LOWA ;13,15638889;2,543611111;
T2407;Homme;LOWA ;13,15638889;2,543611111;
T2408;Homme;LOWA ;13,15638889;2,543611111;
T2409;Homme;LOWA ;13,15638889;2,543611111;
T2410;Homme;LOWA ;13,15638889;2,543611111;
T2411;Homme;LOWA ;13,15638889;2,543611111;
T2412;Homme;LOWA ;13,15638889;2,543611111;
T2413;Homme;LOWA ;13,15638889;2,543611111;
T2414;Homme;LOWA ;13,15638889;2,543611111;
T467;Homme;Téra;14,00776;0,75306;
T2416;Homme;LOWA ;13,15638889;2,543611111;
T536;Homme;Téra;14,00776;0,75306;
T2418;Homme;LOWA ;13,15638889;2,543611111;
T2420;Homme;LOWA ;13,15638889;2,543611111;
T2421;Homme;LOWA ;13,15638889;2,543611111;
T2422;Homme;LOWA ;13,15638889;2,543611111;
T2423;Homme;LOWA ;13,15638889;2,543611111;
T2424;Homme;LOWA ;13,15638889;2,543611111;
T2425;Homme;LOWA ;13,15638889;2,543611111;
T2426;Homme;LOWA ;13,15638889;2,543611111;
